personid,race,gender,drivercity,driverstate,dlstate,policeid,vehicleid,age,,,,,,,,,,,,,,,,,,,,,
p1519,WHITE,M,ADAMSTOWN,MD,MD,1154,v1342,67,,,,,,,,,,,,,,,,,,,,,
p1520,HISPANIC,M,ADELPHI,MD,MD,1110,v2107,48,,,,,,,,,,,,,,,,,,,,,
p1522,WHITE,M,ADAMSTOWN,MD,MD,1130,v3266,52,,,,,,,,,,,,,,,,,,,,,
p1523,HISPANIC,M,ADELPHI,MD,MD,1112,v2108,51,,,,,,,,,,,,,,,,,,,,,
p1526,BLACK,M,ADELPHI,MD,MD,1142,v2778,18,,,,,,,,,,,,,,,,,,,,,
p1528,BLACK,M,ADAMSTOWN,MD,MD,1102,v3267,26,,,,,,,,,,,,,,,,,,,,,
p1530,WHITE,M,ADELPHI,MD,MD,1128,v3080,33,,,,,,,,,,,,,,,,,,,,,
p1533,BLACK,M,ADAMSTOWN,MD,MD,1106,v3268,54,,,,,,,,,,,,,,,,,,,,,
p1534,HISPANIC,M,ADELPHI,MD,MD,1130,v2109,49,,,,,,,,,,,,,,,,,,,,,
p1537,WHITE,M,ADAMSTOWN,MD,MD,1156,v1343,42,,,,,,,,,,,,,,,,,,,,,
p1538,HISPANIC,M,ADELPHI,MD,MD,1102,v2110,53,,,,,,,,,,,,,,,,,,,,,
p1540,HISPANIC,F,ADELPHI,MD,MD,1106,v2111,51,,,,,,,,,,,,,,,,,,,,,
p1544,BLACK,M,ACCOKEEK,MD,MD,1144,v1644,37,,,,,,,,,,,,,,,,,,,,,
p1546,BLACK,M,ADELPHI,MD,VA,1126,v2112,26,,,,,,,,,,,,,,,,,,,,,
p1550,WHITE,M,ADELPHI,MD,MD,1100,v3081,23,,,,,,,,,,,,,,,,,,,,,
p1551,BLACK,M,ADELPHI,MD,MD,1114,v2113,31,,,,,,,,,,,,,,,,,,,,,
p1556,HISPANIC,F,ADELPHI,MD,MD,1122,v2114,49,,,,,,,,,,,,,,,,,,,,,
p1565,BLACK,M,ACCOKEEK,MD,MD,1146,v1645,29,,,,,,,,,,,,,,,,,,,,,
p1566,BLACK,F,ACCOKEEK,MD,MD,1124,v1646,27,,,,,,,,,,,,,,,,,,,,,
p1570,BLACK,M,ACCOKEEK,MD,MD,1132,v1647,47,,,,,,,,,,,,,,,,,,,,,
p1571,BLACK,M,ADELPHI,MD,MD,1134,v2115,53,,,,,,,,,,,,,,,,,,,,,
p1575,BLACK,M,ACCOKEEK,MD,MD,1136,v1648,40,,,,,,,,,,,,,,,,,,,,,
p1577,BLACK,M,ADELPHI,MD,MD,1116,v2116,34,,,,,,,,,,,,,,,,,,,,,
p1578,ASIAN,F,ADELPHI,MD,MD,1104,v3082,61,,,,,,,,,,,,,,,,,,,,,
p1579,WHITE,F,ADAMSTOWN,MD,MD,1120,v3394,57,,,,,,,,,,,,,,,,,,,,,
p1582,ASIAN,F,ADELPHI,MD,MD,1108,v3083,30,,,,,,,,,,,,,,,,,,,,,
p1585,BLACK,M,ADELPHI,MD,MD,1120,v2117,52,,,,,,,,,,,,,,,,,,,,,
p1589,BLACK,M,ADELPHI,MD,MD,1118,v2118,37,,,,,,,,,,,,,,,,,,,,,
p1596,WHITE,M,ADAMSTOWN,MD,MD,1144,v1344,50,,,,,,,,,,,,,,,,,,,,,
p1598,HISPANIC,M,ADELPHI,MD,MD,1150,v2119,22,,,,,,,,,,,,,,,,,,,,,
p1602,BLACK,M,ADELPHI,MD,MD,1158,v2120,38,,,,,,,,,,,,,,,,,,,,,
p1605,BLACK,M,ACCOKEEK,MD,MD,1138,v1649,19,,,,,,,,,,,,,,,,,,,,,
p1623,WHITE,M,ADAMSTOWN,MD,MD,1126,v3269,64,,,,,,,,,,,,,,,,,,,,,
p1624,HISPANIC,M,ADELPHI,MD,MD,1152,v2121,61,,,,,,,,,,,,,,,,,,,,,
p1625,HISPANIC,M,ADELPHI,MD,MD,1154,v2122,44,,,,,,,,,,,,,,,,,,,,,
p1628,HISPANIC,M,ADELPHI,MD,MD,1156,v2123,58,,,,,,,,,,,,,,,,,,,,,
p1631,HISPANIC,F,ADELPHI,MD,MD,1144,v2124,63,,,,,,,,,,,,,,,,,,,,,
p1637,HISPANIC,M,ADELPHI,MD,MD,1146,v2125,24,,,,,,,,,,,,,,,,,,,,,
p1639,WHITE,M,ADAMSTOWN,MD,MD,1114,v3270,48,,,,,,,,,,,,,,,,,,,,,
p1641,WHITE,M,ADAMSTOWN,MD,MD,1122,v3271,41,,,,,,,,,,,,,,,,,,,,,
p1642,WHITE,M,ADELPHI,MD,MD,1124,v2126,39,,,,,,,,,,,,,,,,,,,,,
p1644,BLACK,M,ADELPHI,MD,MD,1110,v3084,65,,,,,,,,,,,,,,,,,,,,,
p1646,HISPANIC,M,ADELPHI,MD,MD,1132,v2127,57,,,,,,,,,,,,,,,,,,,,,
p1647,HISPANIC,M,ADELPHI,MD,MD,1136,v2128,25,,,,,,,,,,,,,,,,,,,,,
p1648,BLACK,M,ADELPHI,MD,MD,1138,v2129,31,,,,,,,,,,,,,,,,,,,,,
p1653,BLACK,M,ADELPHI,MD,MD,1140,v2130,69,,,,,,,,,,,,,,,,,,,,,
p1655,WHITE,M,ADAMSTOWN,MD,MD,1146,v1345,51,,,,,,,,,,,,,,,,,,,,,
p1659,WHITE,F,ADAMSTOWN,MD,MD,1124,v1346,47,,,,,,,,,,,,,,,,,,,,,
p1664,BLACK,M,ADELPHI,MD,DC,1142,v2131,54,,,,,,,,,,,,,,,,,,,,,
p1670,BLACK,M,ADELPHI,MD,DC,1148,v2132,51,,,,,,,,,,,,,,,,,,,,,
p1672,OTHER,M,ACCOKEEK,MD,MD,1140,v1650,23,,,,,,,,,,,,,,,,,,,,,
p1674,HISPANIC,M,ADELPHI,MD,MD,1128,v2133,68,,,,,,,,,,,,,,,,,,,,,
p1676,BLACK,M,ADELPHI,MD,MD,1100,v2134,24,,,,,,,,,,,,,,,,,,,,,
p1677,HISPANIC,F,ADELPHI,MD,MD,1104,v2135,26,,,,,,,,,,,,,,,,,,,,,
p1681,WHITE,F,ADAMSTOWN,MD,MD,1132,v1347,58,,,,,,,,,,,,,,,,,,,,,
p1692,WHITE,F,ADAMSTOWN,MD,MD,1136,v1348,21,,,,,,,,,,,,,,,,,,,,,
p1693,BLACK,F,ACCOKEEK,MD,MD,1142,v1651,55,,,,,,,,,,,,,,,,,,,,,
p1694,BLACK,F,ADELPHI,MD,MD,1148,v2779,64,,,,,,,,,,,,,,,,,,,,,
p1695,BLACK,M,ADELPHI,MD,MD,1108,v2136,61,,,,,,,,,,,,,,,,,,,,,
p1698,BLACK,M,ACCOKEEK,MD,MD,1148,v1652,19,,,,,,,,,,,,,,,,,,,,,
p1700,HISPANIC,M,ADELPHI,MD,MD,1128,v2780,43,,,,,,,,,,,,,,,,,,,,,
p1701,WHITE,M,ADELPHI,MD,XX,1112,v3085,34,,,,,,,,,,,,,,,,,,,,,
p1703,BLACK,M,ADELPHI,MD,MD,1100,v2781,69,,,,,,,,,,,,,,,,,,,,,
p1704,BLACK,M,ADELPHI,MD,MD,1110,v2137,49,,,,,,,,,,,,,,,,,,,,,
p1708,BLACK,F,ADELPHI,MD,MD,1104,v2782,35,,,,,,,,,,,,,,,,,,,,,
p1709,BLACK,M,ADELPHI,MD,MD,1112,v2138,68,,,,,,,,,,,,,,,,,,,,,
p1710,BLACK,M,ADELPHI,MD,MD,1130,v3086,64,,,,,,,,,,,,,,,,,,,,,
p1711,WHITE,M,ADAMSTOWN,MD,MD,1138,v1349,32,,,,,,,,,,,,,,,,,,,,,
p1714,BLACK,M,ADAMSTOWN,MD,MD,1140,v1350,49,,,,,,,,,,,,,,,,,,,,,
p1715,WHITE,M,ACCOKEEK,MD,MD,1128,v1653,64,,,,,,,,,,,,,,,,,,,,,
p1725,WHITE,M,ADELPHI,MD,XX,1102,v3087,41,,,,,,,,,,,,,,,,,,,,,
p1727,BLACK,M,ADELPHI,MD,MD,1130,v2139,18,,,,,,,,,,,,,,,,,,,,,
p1728,HISPANIC,M,ADELPHI,MD,MD,1102,v2140,50,,,,,,,,,,,,,,,,,,,,,
p1733,BLACK,F,ACCOKEEK,MD,MD,1100,v1654,49,,,,,,,,,,,,,,,,,,,,,
p1740,WHITE,M,ADAMSTOWN,MD,MD,1142,v1351,31,,,,,,,,,,,,,,,,,,,,,
p1741,HISPANIC,M,ADELPHI,MD,MD,1106,v2141,52,,,,,,,,,,,,,,,,,,,,,
p1745,HISPANIC,M,ADAMSTOWN,MD,MD,1148,v1352,48,,,,,,,,,,,,,,,,,,,,,
p1746,WHITE,M,ADAMSTOWN,MD,MD,1134,v3272,18,,,,,,,,,,,,,,,,,,,,,
p1748,WHITE,M,ADAMSTOWN,MD,MD,1128,v1353,46,,,,,,,,,,,,,,,,,,,,,
p1750,BLACK,M,ADELPHI,MD,MD,1126,v2142,23,,,,,,,,,,,,,,,,,,,,,
p1755,WHITE,M,ADAMSTOWN,MD,MD,1100,v1354,69,,,,,,,,,,,,,,,,,,,,,
p1756,WHITE,M,ADAMSTOWN,MD,MD,1104,v1355,38,,,,,,,,,,,,,,,,,,,,,
p1759,BLACK,F,ACCOKEEK,MD,MD,1104,v1655,34,,,,,,,,,,,,,,,,,,,,,
p1761,BLACK,M,ADELPHI,MD,MD,1114,v2143,68,,,,,,,,,,,,,,,,,,,,,
p1765,ASIAN,M,ADELPHI,MD,MD,1108,v2783,28,,,,,,,,,,,,,,,,,,,,,
p1766,WHITE,F,ADAMSTOWN,MD,MD,1108,v1356,70,,,,,,,,,,,,,,,,,,,,,
p1770,BLACK,M,ADELPHI,MD,MD,1122,v2144,42,,,,,,,,,,,,,,,,,,,,,
p1779,BLACK,F,ADELPHI,MD,MD,1134,v2145,70,,,,,,,,,,,,,,,,,,,,,
p1780,BLACK,F,ADELPHI,MD,MD,1116,v2146,50,,,,,,,,,,,,,,,,,,,,,
p1785,ASIAN,M,ADELPHI,MD,MD,1110,v2784,69,,,,,,,,,,,,,,,,,,,,,
p1786,WHITE,F,ADAMSTOWN,MD,MD,1116,v3273,18,,,,,,,,,,,,,,,,,,,,,
p1787,WHITE,M,ADELPHI,MD,XX,1106,v3088,19,,,,,,,,,,,,,,,,,,,,,
p1790,HISPANIC,M,ADAMSTOWN,MD,MD,1120,v3274,40,,,,,,,,,,,,,,,,,,,,,
p1791,WHITE,M,ACCOKEEK,MD,MD,1108,v1656,24,,,,,,,,,,,,,,,,,,,,,
p1793,WHITE,M,ADAMSTOWN,MD,MD,1118,v3395,27,,,,,,,,,,,,,,,,,,,,,
p1796,BLACK,F,ACCOKEEK,MD,MD,1110,v1657,24,,,,,,,,,,,,,,,,,,,,,
p1802,BLACK,M,ADELPHI,MD,MD,1120,v2147,35,,,,,,,,,,,,,,,,,,,,,
p1803,WHITE,M,ADELPHI,MD,MD,1118,v2148,34,,,,,,,,,,,,,,,,,,,,,
p1807,WHITE,M,ADAMSTOWN,MD,MD,1110,v1357,33,,,,,,,,,,,,,,,,,,,,,
p1813,BLACK,F,ADELPHI,MD,MD,1150,v2149,47,,,,,,,,,,,,,,,,,,,,,
p1816,HISPANIC,M,ADELPHI,MD,MD,1158,v2150,30,,,,,,,,,,,,,,,,,,,,,
p1817,ASIAN,M,ADELPHI,MD,MD,1112,v2785,38,,,,,,,,,,,,,,,,,,,,,
p1819,BLACK,F,ADELPHI,MD,MD,1152,v2151,54,,,,,,,,,,,,,,,,,,,,,
p1820,WHITE,M,ADELPHI,MD,MD,1154,v2152,37,,,,,,,,,,,,,,,,,,,,,
p1823,HISPANIC,M,ADELPHI,MD,MD,1156,v2153,24,,,,,,,,,,,,,,,,,,,,,
p1825,OTHER,M,ADELPHI,MD,MD,1144,v2154,62,,,,,,,,,,,,,,,,,,,,,
p1827,ASIAN,M,ADAMSTOWN,MD,MD,1112,v1358,68,,,,,,,,,,,,,,,,,,,,,
p1832,WHITE,F,ADAMSTOWN,MD,MD,1130,v1359,69,,,,,,,,,,,,,,,,,,,,,
p1833,WHITE,F,ADELPHI,MD,MD,1146,v2155,54,,,,,,,,,,,,,,,,,,,,,
p1837,WHITE,M,ADELPHI,MD,MD,1124,v2156,57,,,,,,,,,,,,,,,,,,,,,
p1841,WHITE,M,ADAMSTOWN,MD,MD,1102,v1360,37,,,,,,,,,,,,,,,,,,,,,
p1842,ASIAN,F,ADAMSTOWN,MD,MD,1106,v1361,67,,,,,,,,,,,,,,,,,,,,,
p1843,HISPANIC,M,ADELPHI,MD,MD,1130,v2786,63,,,,,,,,,,,,,,,,,,,,,
p1847,BLACK,M,ADELPHI,MD,MD,1132,v2157,52,,,,,,,,,,,,,,,,,,,,,
p1848,BLACK,F,ADELPHI,MD,MD,1126,v3089,28,,,,,,,,,,,,,,,,,,,,,
p1849,BLACK,M,ADELPHI,MD,MD,1136,v2158,68,,,,,,,,,,,,,,,,,,,,,
p1851,ASIAN,M,ADELPHI,MD,MD,1102,v2787,60,,,,,,,,,,,,,,,,,,,,,
p1855,WHITE,M,ADELPHI,MD,MD,1138,v2159,36,,,,,,,,,,,,,,,,,,,,,
p1858,HISPANIC,M,ADELPHI,MD,MD,1140,v2160,65,,,,,,,,,,,,,,,,,,,,,
p1860,HISPANIC,M,ADELPHI,MD,MD,1142,v2161,42,,,,,,,,,,,,,,,,,,,,,
p1862,BLACK,F,ACCOKEEK,MD,MD,1112,v1658,41,,,,,,,,,,,,,,,,,,,,,
p1864,WHITE,F,ADAMSTOWN,MD,MD,1118,v3275,24,,,,,,,,,,,,,,,,,,,,,
p1866,OTHER,M,ADELPHI,MD,MD,1106,v2788,28,,,,,,,,,,,,,,,,,,,,,
p1871,HISPANIC,M,ADELPHI,MD,FL,1148,v2162,46,,,,,,,,,,,,,,,,,,,,,
p1873,BLACK,M,ADELPHI,MD,MD,1126,v2789,23,,,,,,,,,,,,,,,,,,,,,
p1874,HISPANIC,M,ADELPHI,MD,MD,1128,v2163,39,,,,,,,,,,,,,,,,,,,,,
p1876,BLACK,F,ACCOKEEK,MD,MD,1130,v1659,33,,,,,,,,,,,,,,,,,,,,,
p1878,WHITE,M,ADELPHI,MD,MD,1100,v2164,25,,,,,,,,,,,,,,,,,,,,,
p1879,HISPANIC,M,ADELPHI,MD,MD,1104,v2165,69,,,,,,,,,,,,,,,,,,,,,
p1883,WHITE,M,ADELPHI,MD,MD,1108,v2166,37,,,,,,,,,,,,,,,,,,,,,
p1885,BLACK,F,ADELPHI,MD,MD,1114,v2790,26,,,,,,,,,,,,,,,,,,,,,
p1889,WHITE,F,ADAMSTOWN,MD,MD,1150,v3276,20,,,,,,,,,,,,,,,,,,,,,
p1890,HISPANIC,M,ADAMSTOWN,MD,MD,1126,v1362,24,,,,,,,,,,,,,,,,,,,,,
p1892,HISPANIC,M,ADELPHI,MD,MD,1122,v2791,65,,,,,,,,,,,,,,,,,,,,,
p1893,BLACK,F,ADELPHI,MD,MD,1134,v2792,35,,,,,,,,,,,,,,,,,,,,,
p1896,WHITE,M,ACCOKEEK,MD,KY,1102,v1660,47,,,,,,,,,,,,,,,,,,,,,
p1897,HISPANIC,M,ADELPHI,MD,MD,1110,v2167,25,,,,,,,,,,,,,,,,,,,,,
p1898,WHITE,M,ADELPHI,MD,MD,1112,v2168,53,,,,,,,,,,,,,,,,,,,,,
p1899,WHITE,M,ADAMSTOWN,MD,MD,1114,v1363,54,,,,,,,,,,,,,,,,,,,,,
p1900,HISPANIC,M,ADELPHI,MD,MD,1130,v2169,20,,,,,,,,,,,,,,,,,,,,,
p1903,WHITE,M,ADELPHI,MD,MD,1102,v2170,23,,,,,,,,,,,,,,,,,,,,,
p1905,HISPANIC,M,ADELPHI,MD,MD,1106,v2171,31,,,,,,,,,,,,,,,,,,,,,
p1906,WHITE,M,ACCOKEEK,MD,KY,1106,v1661,69,,,,,,,,,,,,,,,,,,,,,
p1907,OTHER,M,ADAMSTOWN,MD,MD,1122,v1364,47,,,,,,,,,,,,,,,,,,,,,
p1908,BLACK,F,ADELPHI,MD,MD,1116,v2793,25,,,,,,,,,,,,,,,,,,,,,
p1911,BLACK,F,ADELPHI,MD,MD,1120,v2794,53,,,,,,,,,,,,,,,,,,,,,
p1912,WHITE,M,ADELPHI,MD,MD,1126,v2172,31,,,,,,,,,,,,,,,,,,,,,
p1914,HISPANIC,M,ADELPHI,MD,MD,1114,v2173,24,,,,,,,,,,,,,,,,,,,,,
p1915,WHITE,M,ADELPHI,MD,MD,1122,v2174,69,,,,,,,,,,,,,,,,,,,,,
p1916,WHITE,M,ADELPHI,MD,XX,1118,v2795,25,,,,,,,,,,,,,,,,,,,,,
p1921,BLACK,F,ADELPHI,MD,MD,1150,v2796,49,,,,,,,,,,,,,,,,,,,,,
p1926,BLACK,M,ACCOKEEK,MD,MD,1126,v1662,21,,,,,,,,,,,,,,,,,,,,,
p1928,WHITE,M,ACCOKEEK,MD,MD,1114,v1663,62,,,,,,,,,,,,,,,,,,,,,
p1934,BLACK,M,ACCOKEEK,MD,MD,1122,v1664,69,,,,,,,,,,,,,,,,,,,,,
p1935,BLACK,M,ADELPHI,MD,MD,1158,v2797,58,,,,,,,,,,,,,,,,,,,,,
p1938,HISPANIC,M,ADELPHI,MD,MD,1134,v2175,34,,,,,,,,,,,,,,,,,,,,,
p1942,WHITE,M,ADELPHI,MD,MD,1116,v2176,31,,,,,,,,,,,,,,,,,,,,,
p1946,BLACK,F,ADELPHI,MD,MD,1120,v2177,64,,,,,,,,,,,,,,,,,,,,,
p1949,WHITE,M,ADELPHI,MD,XX,1114,v3090,33,,,,,,,,,,,,,,,,,,,,,
p1950,OTHER,M,ADELPHI,MD,MD,1118,v2178,49,,,,,,,,,,,,,,,,,,,,,
p1951,BLACK,M,ADELPHI,MD,MI,1150,v2179,18,,,,,,,,,,,,,,,,,,,,,
p1959,BLACK,M,ADELPHI,MD,MD,1152,v2798,66,,,,,,,,,,,,,,,,,,,,,
p1960,WHITE,M,ADELPHI,MD,XX,1122,v3091,51,,,,,,,,,,,,,,,,,,,,,
p1962,BLACK,M,ADELPHI,MD,MD,1154,v2799,18,,,,,,,,,,,,,,,,,,,,,
p1963,WHITE,F,ADAMSTOWN,MD,MD,1134,v1365,40,,,,,,,,,,,,,,,,,,,,,
p1965,BLACK,M,ADELPHI,MD,MD,1158,v2180,46,,,,,,,,,,,,,,,,,,,,,
p1966,WHITE,M,ABERDEEN,MD,MD,1156,v2800,30,,,,,,,,,,,,,,,,,,,,,
p1967,BLACK,M,ACCOKEEK,MD,MD,1134,v1665,25,,,,,,,,,,,,,,,,,,,,,
p1968,HISPANIC,M,ADELPHI,MD,MD,1152,v2181,66,,,,,,,,,,,,,,,,,,,,,
p1971,BLACK,F,ADELPHI,MD,MD,1154,v2182,54,,,,,,,,,,,,,,,,,,,,,
p1972,WHITE,M,ADELPHI,MD,XX,1134,v3092,50,,,,,,,,,,,,,,,,,,,,,
p1976,OTHER,F,ADAMSTOWN,MD,MD,1116,v1366,61,,,,,,,,,,,,,,,,,,,,,
p1978,HISPANIC,M,ADELPHI,MD,MD,1156,v2183,51,,,,,,,,,,,,,,,,,,,,,
p1980,WHITE,M,ABERDEEN,MD,MD,1144,v2801,56,,,,,,,,,,,,,,,,,,,,,
p1981,BLACK,F,ADELPHI,MD,MD,1144,v2184,20,,,,,,,,,,,,,,,,,,,,,
p1982,BLACK,M,ACCOKEEK,MD,MD,1116,v1666,64,,,,,,,,,,,,,,,,,,,,,
p1986,WHITE,M,ADAMSTOWN,MD,MD,1120,v1367,50,,,,,,,,,,,,,,,,,,,,,
p1988,HISPANIC,M,ADELPHI,MD,MD,1146,v2185,67,,,,,,,,,,,,,,,,,,,,,
p1990,WHITE,M,ADELPHI,MD,XX,1116,v3093,27,,,,,,,,,,,,,,,,,,,,,
p1991,BLACK,F,ADELPHI,MD,MD,1124,v2186,70,,,,,,,,,,,,,,,,,,,,,
p1992,HISPANIC,M,ADELPHI,MD,MD,1132,v2187,21,,,,,,,,,,,,,,,,,,,,,
p1999,BLACK,M,ACWORTH,GA,GA,1120,v1667,37,,,,,,,,,,,,,,,,,,,,,
p2000,ASIAN,M,ADELPHI,MD,MD,1136,v2188,69,,,,,,,,,,,,,,,,,,,,,
p2002,ASIAN,M,ADELPHI,MD,MD,1138,v2189,37,,,,,,,,,,,,,,,,,,,,,
p2003,BLACK,M,ADELPHI,MD,MD,1140,v2190,65,,,,,,,,,,,,,,,,,,,,,
p2004,BLACK,F,ADELPHI,MD,MD,1142,v2191,54,,,,,,,,,,,,,,,,,,,,,
p2009,WHITE,M,ADELPHI,MD,XX,1120,v3094,41,,,,,,,,,,,,,,,,,,,,,
p2010,HISPANIC,M,ADELPHI,MD,MD,1148,v2192,47,,,,,,,,,,,,,,,,,,,,,
p2011,WHITE,M,ADELPHI,MD,MD,1128,v2193,47,,,,,,,,,,,,,,,,,,,,,
p2018,WHITE,M,ADAMSTOWN,MD,MD,1118,v1368,64,,,,,,,,,,,,,,,,,,,,,
p2019,BLACK,M,ACWORTH,GA,GA,1118,v1668,48,,,,,,,,,,,,,,,,,,,,,
p2020,WHITE,M,ABERDEEN,MD,MD,1146,v2802,64,,,,,,,,,,,,,,,,,,,,,
p2022,BLACK,M,ADELPHI,MD,MD,1100,v2194,34,,,,,,,,,,,,,,,,,,,,,
p2023,WHITE,F,ADAMSTOWN,MD,MD,1158,v3277,38,,,,,,,,,,,,,,,,,,,,,
p2028,WHITE,F,ACWORTH,GA,GA,1150,v1669,33,,,,,,,,,,,,,,,,,,,,,
p2031,HISPANIC,M,ADELPHI,MD,MD,1104,v2195,39,,,,,,,,,,,,,,,,,,,,,
p2032,WHITE,M,ADELPHI,MD,XX,1118,v3095,26,,,,,,,,,,,,,,,,,,,,,
p2035,HISPANIC,M,ADELPHI,MD,MD,1108,v2196,22,,,,,,,,,,,,,,,,,,,,,
p2037,WHITE,F,ADAMSTOWN,MD,MD,1150,v1369,65,,,,,,,,,,,,,,,,,,,,,
p2040,WHITE,M,ADELPHI,MD,XX,1150,v3096,31,,,,,,,,,,,,,,,,,,,,,
p2042,HISPANIC,M,ADELPHI,MD,MD,1110,v2197,39,,,,,,,,,,,,,,,,,,,,,
p2043,HISPANIC,M,ADELPHI,MD,MD,1112,v2198,35,,,,,,,,,,,,,,,,,,,,,
p2045,WHITE,M,ADAMSTOWN,MD,MD,1150,v3396,39,,,,,,,,,,,,,,,,,,,,,
p2046,WHITE,F,ACWORTH,GA,GA,1158,v1670,56,,,,,,,,,,,,,,,,,,,,,
p2047,OTHER,F,ADAMSTOWN,MD,MD,1158,v1370,21,,,,,,,,,,,,,,,,,,,,,
p2048,WHITE,M,ABERDEEN,MD,MD,1124,v2803,55,,,,,,,,,,,,,,,,,,,,,
p2050,BLACK,M,ADELPHI,MD,MD,1130,v2199,23,,,,,,,,,,,,,,,,,,,,,
p2051,HISPANIC,M,ADELPHI,MD,MD,1102,v2200,31,,,,,,,,,,,,,,,,,,,,,
p2055,WHITE,F,ACWORTH,GA,GA,1152,v1671,26,,,,,,,,,,,,,,,,,,,,,
p2058,WHITE,M,ABERDEEN,MD,MD,1132,v2804,51,,,,,,,,,,,,,,,,,,,,,
p2060,WHITE,M,ABERDEEN,MD,MD,1136,v2805,65,,,,,,,,,,,,,,,,,,,,,
p2063,BLACK,M,ADELPHI,MD,XX,1106,v2201,50,,,,,,,,,,,,,,,,,,,,,
p2064,BLACK,F,ADAMSTOWN,MD,MD,1152,v1371,21,,,,,,,,,,,,,,,,,,,,,
p2069,BLACK,F,ABERDEEN,MD,MD,1138,v2806,34,,,,,,,,,,,,,,,,,,,,,
p2070,BLACK,F,ABERDEEN,MD,MD,1140,v2807,18,,,,,,,,,,,,,,,,,,,,,
p2074,BLACK,M,ADELPHI,MD,MD,1126,v2202,70,,,,,,,,,,,,,,,,,,,,,
p2078,BLACK,F,ACWORTH,GA,GA,1154,v1672,53,,,,,,,,,,,,,,,,,,,,,
p2082,BLACK,F,ABERDEEN,MD,MD,1142,v2808,67,,,,,,,,,,,,,,,,,,,,,
p2084,BLACK,F,ADAMSTOWN,MD,MD,1154,v1372,37,,,,,,,,,,,,,,,,,,,,,
p2087,BLACK,M,ADELPHI,MD,MD,1114,v2203,52,,,,,,,,,,,,,,,,,,,,,
p2090,WHITE,F,ADAMSTOWN,MD,MD,1156,v1373,34,,,,,,,,,,,,,,,,,,,,,
p2091,HISPANIC,M,ADELPHI,MD,MD,1122,v2204,48,,,,,,,,,,,,,,,,,,,,,
p2092,BLACK,M,ADAMSTOWN,MD,MD,1156,v1673,26,,,,,,,,,,,,,,,,,,,,,
p2094,WHITE,F,ADAMSTOWN,MD,MD,1152,v3278,66,,,,,,,,,,,,,,,,,,,,,
p2095,BLACK,M,ADELPHI,MD,XX,1134,v2205,43,,,,,,,,,,,,,,,,,,,,,
p2096,WHITE,F,ADAMSTOWN,MD,MD,1144,v1374,55,,,,,,,,,,,,,,,,,,,,,
p2097,WHITE,F,ADAMSTOWN,MD,MD,1146,v1375,21,,,,,,,,,,,,,,,,,,,,,
p2103,HISPANIC,M,ADELPHI,MD,MD,1116,v2206,56,,,,,,,,,,,,,,,,,,,,,
p2105,BLACK,M,ADELPHI,MD,XX,1120,v2207,61,,,,,,,,,,,,,,,,,,,,,
p2106,HISPANIC,M,ADELPHI,MD,MD,1118,v2208,21,,,,,,,,,,,,,,,,,,,,,
p2108,WHITE,M,ADELPHI,MD,XX,1158,v3097,50,,,,,,,,,,,,,,,,,,,,,
p2113,WHITE,M,ADELPHI,MD,MD,1150,v2209,51,,,,,,,,,,,,,,,,,,,,,
p2115,HISPANIC,M,ADELPHI,MD,MD,1158,v2210,32,,,,,,,,,,,,,,,,,,,,,
p2120,HISPANIC,M,ADELPHI,MD,MD,1152,v2211,48,,,,,,,,,,,,,,,,,,,,,
p2121,WHITE,M,ADELPHI,MD,MD,1154,v2212,62,,,,,,,,,,,,,,,,,,,,,
p2123,WHITE,M,ABERDEEN,MD,MD,1148,v2809,49,,,,,,,,,,,,,,,,,,,,,
p2125,BLACK,M,ADAMSTOWN,MD,MD,1144,v1674,65,,,,,,,,,,,,,,,,,,,,,
p2127,BLACK,M,ADAMSTOWN,MD,MD,1146,v1675,58,,,,,,,,,,,,,,,,,,,,,
p2133,WHITE,M,ADAMSTOWN,MD,MD,1124,v1676,42,,,,,,,,,,,,,,,,,,,,,
p2137,WHITE,M,ADAMSTOWN,MD,MD,1132,v1677,27,,,,,,,,,,,,,,,,,,,,,
p2140,WHITE,M,ADELPHI,MD,MD,1156,v2213,30,,,,,,,,,,,,,,,,,,,,,
p2144,WHITE,M,ADAMSTOWN,MD,MD,1124,v1376,31,,,,,,,,,,,,,,,,,,,,,
p2145,HISPANIC,M,ADELPHI,MD,MD,1144,v2214,48,,,,,,,,,,,,,,,,,,,,,
p2146,HISPANIC,M,ADELPHI,MD,MD,1146,v2215,19,,,,,,,,,,,,,,,,,,,,,
p2147,BLACK,F,ADAMSTOWN,MD,MD,1154,v3279,33,,,,,,,,,,,,,,,,,,,,,
p2152,WHITE,M,ADELPHI,MD,MD,1124,v2216,52,,,,,,,,,,,,,,,,,,,,,
p2159,WHITE,F,ADAMSTOWN,MD,MD,1132,v1377,24,,,,,,,,,,,,,,,,,,,,,
p2160,WHITE,M,ABINGDON,MD,MD,1128,v2810,42,,,,,,,,,,,,,,,,,,,,,
p2162,WHITE,F,ADAMSTOWN,MD,MD,1136,v1378,62,,,,,,,,,,,,,,,,,,,,,
p2163,WHITE,M,ADAMSTOWN,MD,MD,1136,v1678,30,,,,,,,,,,,,,,,,,,,,,
p2164,HISPANIC,M,ADELPHI,MD,MD,1132,v2217,56,,,,,,,,,,,,,,,,,,,,,
