vehicleid,vehicletype,year,make,model,color,personid
v2433,02 - Automobile,2007,HONDA,PILOT,GRAY,p2657
v2434,25 - Utility Trailer,1978,ROGE,TRLR,GREEN,p2658
v2435,02 - Automobile,2007,MERZ,S600,BLACK,p2660
v2436,02 - Automobile,2007,MERZ,S600,BLACK,p2661
v2437,02 - Automobile,2012,HONDA,ACCORD,BLUE,p2663
v2438,02 - Automobile,2012,NISSAN,ALTIMA,WHITE,p2665
v2439,02 - Automobile,2009,SUBARU,LEGACY,GRAY,p2670
v2440,02 - Automobile,2011,CHRYS,TOWN & COUNTRY,BLACK,p2674
v2441,02 - Automobile,2011,CHRYS,TOWN & COUNTRY,BLACK,p2675
v2442,02 - Automobile,2006,TOYT,CAMRY,GRAY,p2676
v2443,02 - Automobile,2006,TOYT,CAMRY,GRAY,p2677
v2444,02 - Automobile,1998,HONDA,CIVIC LX,SILVER,p2681
v2445,02 - Automobile,2012,NISSAN,SENTRA,BLACK,p2685
v2446,02 - Automobile,2005,KIA,TK,WHITE,p2686
v2447,05 - Light Duty Truck,2002,FORD,F150,"BLUE, DARK",p2687
v2448,05 - Light Duty Truck,2002,FORD,F150,"BLUE, DARK",p2692
v2449,02 - Automobile,2007,TOYOTA,YARIS,SILVER,p2696
v2450,02 - Automobile,2006,HONDA,PILOT,GREEN,p2698
v2451,02 - Automobile,1999,TOYOTA,CAMRY,GRAY,p2701
v2452,02 - Automobile,2012,HYUNDAI,ELANTRA,BLACK,p2703
v2453,02 - Automobile,2011,TOYOTA,CAMRY,GOLD,p2704
v2454,02 - Automobile,2013,FORD,4S,WHITE,p2708
v2455,02 - Automobile,2011,SUBA,SW,GRAY,p2710
v2456,02 - Automobile,2003,TOYT,VN,SILVER,p2712
v2457,02 - Automobile,2015,SUBU,XV CROSSTREK,BLACK,p2716
v2458,02 - Automobile,2006,HONDA,CRV,BLUE,p2725
v2459,02 - Automobile,2005,HONDA,CIVIC,TAN,p2727
v2460,02 - Automobile,2011,TOYOTA,CAMRY,GRAY,p2732
v2461,02 - Automobile,2011,TOYOTA,CAMRY,GRAY,p2740
v2462,02 - Automobile,1997,TOYOTA,CAMRY,SILVER,p2748
v2463,02 - Automobile,2003,HOND,4S,BLUE,p2757
v2464,02 - Automobile,2013,KIA,SOUL,BEIGE,p2762
v2465,02 - Automobile,2013,KIA,SOUL,BEIGE,p2774
v2466,02 - Automobile,2001,CADI,4S,RED,p2775
v2467,02 - Automobile,2001,CADI,4S,RED,p2776
v2468,02 - Automobile,2015,HOND,4S,BLACK,p2778
v2469,02 - Automobile,2011,TOYT,4S,GRAY,p2782
v2470,02 - Automobile,2011,TOYT,4S,GRAY,p2784
v2471,02 - Automobile,2012,NISSAN,ROGUE,BLACK,p2788
v2472,02 - Automobile,2009,PORS,2S,BLACK,p2792
v2473,02 - Automobile,2014,DODGE,TK,"BLUE, DARK",p2794
v2474,02 - Automobile,2004,HONDA,CIVIC,BLUE,p2796
v2475,02 - Automobile,2006,CHEVY,MALIBU,BLUE,p2801
v2476,01 - Motorcycle,2005,HARLEY DAVIDSON,ROADKING,RED,p2802
v2477,02 - Automobile,2014,NISSAN,4 DOOR,BLACK,p2805
v2478,02 - Automobile,2006,HONDA,CRV,SILVER,p2806
v2479,02 - Automobile,2014,FORD,MUSTANG,GRAY,p2808
v2480,02 - Automobile,2014,FORD,MUSTANG,GRAY,p2809
v2481,02 - Automobile,2011,NISSAN,ROGUE,SILVER,p2810
v2482,02 - Automobile,2010,HYUN,SUV,"GREEN, LGT",p2811
v2483,02 - Automobile,2010,HYUN,SUV,"GREEN, LGT",p2812
v2484,02 - Automobile,2013,AUDI,A5,BLACK,p2814
v2485,07 - Truck/Road Tractor,2005,KENW,RIG,RED,p2816
v2486,02 - Automobile,2006,NISSAN,ALTIMA,BLACK,p2818
v2487,02 - Automobile,2006,NISSAN,ALTIMA,BLACK,p2823
v2488,02 - Automobile,2006,VOLKS,PASSAT,SILVER,p2824
v2489,05 - Light Duty Truck,2007,NISS,TITAN,"BLUE, DARK",p2826
v2490,02 - Automobile,2005,JEEP,TK,RED,p2827
v2491,02 - Automobile,2005,SUBA,4S,BLUE,p2832
v2492,02 - Automobile,2002,MAZD,PROTEGE,WHITE,p2833
v2493,02 - Automobile,1997,HON,CIVIC,BLUE,p2835
v2494,02 - Automobile,1996,SUBARU,LEGACY,RED,p2836
v2495,02 - Automobile,1998,HONDA,CIVIC,WHITE,p2840
v2496,02 - Automobile,2010,JEEP,4D,BLACK,p2841
v2497,02 - Automobile,2006,HONDA,CRV,SILVER,p2842
v2498,02 - Automobile,2010,FORD,ESCAPE,BLACK,p2845
v2499,05 - Light Duty Truck,2005,CHEVROLET,EXPRESS,WHITE,p2846
v2500,02 - Automobile,2007,TOYOTA,YARIS,SILVER,p2847
v2501,02 - Automobile,2012,TOYOTA,CORROLA,BLACK,p2851
v2502,02 - Automobile,2007,FORD,350,WHITE,p2857
v2503,02 - Automobile,2004,TOYT,TK,BLACK,p2858
v2504,02 - Automobile,2012,HYUNDAI,ELANTRA,BLACK,p2859
v2505,02 - Automobile,2008,TOYT,4D,SILVER,p2860
v2506,02 - Automobile,2016,TOYT,4D,SILVER,p2861
v2507,05 - Light Duty Truck,2001,DODGE,RAM VAN,"GREEN, DK",p2862
v2508,02 - Automobile,2016,LEXUS,SUV,GRAY,p2868
v2509,02 - Automobile,2015,JEEP,TRK,WHITE,p2869
v2510,02 - Automobile,2014,CHEV,4S,SILVER,p2877
v2511,02 - Automobile,2011,TOYT,COROLLLA,WHITE,p2878
v2512,02 - Automobile,2015,KIA,4DR,WHITE,p2880
v2513,02 - Automobile,2014,TOYT,RAV4 SUV,GRAY,p2881
v2514,02 - Automobile,2014,TOYT,RAV4 SUV,GRAY,p2883
v2515,02 - Automobile,2014,TOYT,RAV4 SUV,GRAY,p2885
v2516,05 - Light Duty Truck,2015,TOYT,TACOMA,BLUE,p2887
v2517,02 - Automobile,2011,TOYT,RAV 4,"GREEN, DK",p2888
v2518,02 - Automobile,2015,KIA,OPTIMA,WHITE,p2893
v2519,02 - Automobile,2012,CHEVY,IMPALA,BLACK,p2894
v2520,02 - Automobile,2001,KIA,SPORTAGE,GREEN,p2898
v2521,02 - Automobile,2001,KIA,SPORTAGE,GREEN,p2902
v2522,02 - Automobile,2001,KIA,SPORTAGE,GREEN,p2903
v2523,02 - Automobile,2001,KIA,SPORTAGE,GREEN,p2904
v2524,02 - Automobile,2002,MITSUBISHI,GALANT,SILVER,p2905
v2525,02 - Automobile,2002,MITZ,GALANT,YELLOW,p2906
v2526,02 - Automobile,2002,MITZ,GALANT,YELLOW,p2907
v2527,02 - Automobile,2002,MITSUBISHI,GALANT,SILVER,p2911
v2528,02 - Automobile,2002,MITSUBISHI,GALANT,SILVER,p2916
v2529,02 - Automobile,1993,HOND,ACCORD,RED,p2917
v2530,02 - Automobile,2003,NISS,TK,RED,p2922
v2531,02 - Automobile,2012,CHEVY,IMPALA,BLACK,p2926
v2532,02 - Automobile,2003,NISS,TK,RED,p2931
v2533,02 - Automobile,1999,FORD,CN,BLACK,p2932
v2534,02 - Automobile,2013,TOYOTA,COROLLA,GRAY,p2935
v2535,02 - Automobile,1999,TOYOTA,CAMRY,"BLUE, DARK",p2936
v2536,02 - Automobile,2006,NISS,ALTIMA,RED,p2941
v2537,02 - Automobile,2006,NISS,ALTIMA,RED,p2946
v2538,02 - Automobile,2008,NISSAN,ALTIMA,RED,p2950
v2539,02 - Automobile,2008,NISSAN,ALTIMA,RED,p2956
v2540,02 - Automobile,2008,NISSAN,ALTIMA,RED,p2957
v2541,02 - Automobile,2006,NISS,ALTIMA,RED,p2960
v2542,02 - Automobile,1990,ACURA,INTEGRA,RED,p2964
v2543,02 - Automobile,2002,TOYOTA,CORROLA,SILVER,p2965
v2544,02 - Automobile,1998,DODGE,CARAVAN,BLUE,p2967
v2545,29 - Unknown,,NONE,NONE,N/A,p2969
v2546,02 - Automobile,2001,HOND,ACCORD,BLACK,p2972
v2547,02 - Automobile,1990,ACURA,INTEGRA,RED,p2973
v2548,02 - Automobile,2006,CHRYSLER,4S,SILVER,p2976
v2549,02 - Automobile,1998,DODGE,CARAVAN,BLUE,p2981
v2550,29 - Unknown,,NONE,NONE,N/A,p2985
v2551,02 - Automobile,2006,ACUR,TK,WHITE,p2988
v2552,02 - Automobile,2001,HOND,ACCORD,BLACK,p2990
v2553,02 - Automobile,2004,TOYOTA,SIENNA,SILVER,p2995
v2554,02 - Automobile,2006,CHRYSLER,4S,SILVER,p2999
v2555,02 - Automobile,2005,HONDA,ACCORD,SILVER,p3004
v2556,02 - Automobile,2013,NISSAN,ALTIMA,BLACK,p3006
v2557,02 - Automobile,2007,FORD,RANGER,GRAY,p3008
v2558,08 - Recreational Vehicle,2009,FORD,TK,GREEN,p3009
v2559,02 - Automobile,2006,ACUR,TK,WHITE,p3013
v2560,02 - Automobile,2004,TOYOTA,SIENNA,SILVER,p3015
v2561,02 - Automobile,2006,CHRYSLER,4S,SILVER,p3017
v2562,02 - Automobile,2005,HONDA,ACCORD,SILVER,p3018
v2563,02 - Automobile,2004,CADI,ESCALADE,WHITE,p3019
v2564,02 - Automobile,2000,NISSAN,QUEST,WHITE,p3022
v2565,02 - Automobile,1992,MITSUBISHI,3000GT,MAROON,p3024
v2566,02 - Automobile,2000,NISSAN,QUEST,WHITE,p3026
v2567,28 - Other,2005,DODGE,CARAVAN,BLUE,p3028
v2568,02 - Automobile,1992,MITSUBISHI,3000GT,MAROON,p3029
v2569,28 - Other,2005,DODGE,CARAVAN,BLUE,p3034
v2570,05 - Light Duty Truck,2000,FORD,TRUCK,GOLD,p3037
v2571,02 - Automobile,2003,HONDA,ACCORD,SILVER,p3041
v2572,02 - Automobile,2003,FORD,4S,TAN,p3042
v2573,02 - Automobile,2005,HOND,TK CRV,SILVER,p3043
v2574,02 - Automobile,2008,NISS,ALTIMA,BLACK,p3044
v2575,02 - Automobile,2008,NISS,ALTIMA,BLACK,p3046
v2576,02 - Automobile,2008,NISS,ALTIMA,BLACK,p3047
v2577,02 - Automobile,2008,NISS,ALTIMA,BLACK,p3053
v2578,02 - Automobile,2008,NISS,ALTIMA,BLACK,p3055
v2579,28 - Other,2005,DODGE,CARAVAN,BLUE,p3057
v2580,02 - Automobile,2003,TOYT,TUNDRA,SILVER,p3061
v2581,02 - Automobile,2003,TOYT,TUNDRA,SILVER,p3062
v2582,02 - Automobile,2003,TOYT,TUNDRA,SILVER,p3065
v2583,02 - Automobile,2016,JEEP,CHEROKEE,BLACK,p3069
v2584,02 - Automobile,2016,TOYT,RAV4,RED,p3072
v2585,05 - Light Duty Truck,2005,CHEVY,EXPRESS,WHITE,p3074
v2586,05 - Light Duty Truck,2005,CHEVY,EXPRESS,WHITE,p3080
v2587,05 - Light Duty Truck,2000,FORD,TRUCK,GOLD,p3084
v2588,03 - Station Wagon,2005,LEXUS,SUV,GRAY,p3086
v2589,03 - Station Wagon,2005,LEXUS,SUV,GRAY,p3087
v2590,02 - Automobile,2005,HONDA,ACCORD,GOLD,p3091
v2591,02 - Automobile,2005,HONDA,ACCORD,GOLD,p3092
v2592,02 - Automobile,1990,NISSAN,240SX,WHITE,p3097
v2593,02 - Automobile,2012,INFINITI,2DR,BLACK,p3099
v2594,02 - Automobile,2012,INFINITI,2DR,BLACK,p3100
v2595,02 - Automobile,2008,HONDA,CIVIC,SILVER,p3101
v2596,02 - Automobile,2015,TOYOTA,HIGHLANDER,BLACK,p3108
v2597,02 - Automobile,2013,CHEVY,SUBURBAN,BLACK,p3111
v2598,02 - Automobile,2015,FORD,FOCUS,BLACK,p3114
v2599,02 - Automobile,2005,MITSUHISHI,GALANT,SILVER,p3117
v2600,02 - Automobile,2015,FORD,FOCUS,BLACK,p3119
v2601,02 - Automobile,2015,FORD,FOCUS,BLACK,p3122
v2602,02 - Automobile,2015,FORD,FOCUS,BLACK,p3123
v2603,02 - Automobile,2015,FORD,FOCUS,BLACK,p3125
v2604,02 - Automobile,2015,FORD,FOCUS,BLACK,p3126
v2605,02 - Automobile,2012,GMC,SIERRA,WHITE,p3128
v2606,02 - Automobile,2012,GMC,SIERRA,WHITE,p3129
v2607,02 - Automobile,1999,GMC,YUKON,GOLD,p3130
v2608,02 - Automobile,1999,GMC,YUKON,GOLD,p3131
v2609,02 - Automobile,1994,TOYOTA,4D,WHITE,p3132
v2610,03 - Station Wagon,2015,LINCOLN,MKT,BLACK,p3138
v2611,28 - Other,2010,HOND,TK,GRAY,p3139
v2612,03 - Station Wagon,2015,LINCOLN,MKT,BLACK,p3140
v2613,02 - Automobile,2003,HONDA,ACCORD,SILVER,p3145
v2614,02 - Automobile,2013,MERZ,C250,GRAY,p3147
v2615,02 - Automobile,2012,TOYOTA,COROLLA,SILVER,p3151
v2616,02 - Automobile,2012,TOYOTA,COROLLA,SILVER,p3153
v2617,02 - Automobile,2006,TOYT,4S,SILVER,p3154
v2618,02 - Automobile,2006,TOYT,4S,SILVER,p3162
v2619,02 - Automobile,2002,HONDA,ACCORD,BLACK,p3164
v2620,02 - Automobile,2014,FORD,ESCAPE,MAROON,p3165
v2621,02 - Automobile,2003,VOLKS,GOLF GTI,SILVER,p3172
v2622,02 - Automobile,2002,HONDA,ACCORD,BLACK,p3173
v2623,02 - Automobile,2002,HONDA,ACCORD,BLACK,p3175
v2624,02 - Automobile,2002,HONDA,ACCORD,BLACK,p3176
v2625,02 - Automobile,2003,VOLKS,GOLF GTI,SILVER,p3180
v2626,02 - Automobile,2011,HYUNDAI,SONATA,GRAY,p3186
v2627,02 - Automobile,2011,HYUNDAI,SONATA,GRAY,p3192
v2628,02 - Automobile,2007,HONDA,CIVIC,GOLD,p3194
v2629,02 - Automobile,2006,HONDA,ACCORD,GOLD,p3195
v2630,02 - Automobile,2007,SUBARU,OUTBACK,SILVER,p3196
v2631,02 - Automobile,2006,NISSAN,4S,N/A,p3198
v2632,02 - Automobile,2006,NISSAN,4S,N/A,p3199
v2633,02 - Automobile,2009,HONDA,2DR,GRAY,p3205
v2634,02 - Automobile,2004,ACURA,TL,GRAY,p3207
v2635,02 - Automobile,1995,CHEV,4S,BLACK,p3211
v2636,05 - Light Duty Truck,2005,INTE,DS,WHITE,p3213
v2637,05 - Light Duty Truck,2005,INTE,DS,WHITE,p3214
v2638,02 - Automobile,2013,TOYOTA,CAMRY,SILVER,p3220
v2639,02 - Automobile,2000,HONDA,4DR,BLUE,p3223
v2640,02 - Automobile,1998,FORD,2S,RED,p3224
v2641,02 - Automobile,1998,FORD,2S,RED,p3225
v2642,02 - Automobile,1998,FORD,2S,RED,p3232
v2643,02 - Automobile,1998,FORD,2S,RED,p3233
v2644,02 - Automobile,1998,FORD,2S,RED,p3237
v2645,02 - Automobile,2015,FORD,F350,GREEN,p3238
v2646,02 - Automobile,2005,MITSUBISHI,GALAXY,GRAY,p3239
v2647,02 - Automobile,2007,NISSAN,4DR ALTIMA,N/A,p3241
v2648,02 - Automobile,2005,MITSUBISHI,GALAXY,GRAY,p3245
v2649,02 - Automobile,2010,TOYOTA,COROLA,BLACK,p3250
v2650,02 - Automobile,2013,NISSAN,TRUCK,MULTICOLOR,p3254
v2651,02 - Automobile,1997,NISSIAN,SENTRA,GOLD,p3257
v2652,02 - Automobile,1997,FORD,F150,WHITE,p3258
v2653,02 - Automobile,2004,HOND,4S,SILVER,p3261
v2654,02 - Automobile,2004,SUZUKI,VERONA,RED,p3264
v2655,02 - Automobile,1995,ACURA,LEGEND,"GREEN, DK",p3265
v2656,02 - Automobile,1997,FORD,F150,WHITE,p3266
v2657,02 - Automobile,2005,NISS,ARMADA,WHITE,p3267
v2658,02 - Automobile,1997,FORD,F150,WHITE,p3269
v2659,02 - Automobile,2009,HONDA,2S,WHITE,p3272
v2660,02 - Automobile,2001,HONDA,ACCORD,BEIGE,p3273
v2661,02 - Automobile,2013,NISS,4S,GRAY,p3280
v2662,02 - Automobile,1997,FORD,F150,WHITE,p3281
v2663,02 - Automobile,1997,FORD,F150,WHITE,p3283
v2664,02 - Automobile,2007,FORD,CROWN VICTORIA,WHITE,p3288
v2665,02 - Automobile,1997,FORD,F150,WHITE,p3289
v2666,02 - Automobile,2007,FORD,CROWN VICTORIA,WHITE,p3292
v2667,02 - Automobile,2010,MERZ,4S,GRAY,p3296
v2668,02 - Automobile,2012,FORD,E250,WHITE,p3298
v2669,02 - Automobile,2005,TOYOTA,CAMRY,BLUE,p3299
v2670,02 - Automobile,1997,FORD,F150,WHITE,p3302
v2671,02 - Automobile,1996,MAZDA,626,TAN,p1118
v2672,02 - Automobile,2005,TOYOTA,CAMRY,BLUE,p1124
v2673,02 - Automobile,2010,HOND,VN,"BLUE, LIGHT",p1126
v2674,02 - Automobile,1996,MAZDA,626,TAN,p1139
v2675,02 - Automobile,2005,TOYOTA,CAMRY,BLUE,p1142
v2676,02 - Automobile,2013,HONDA,CIVIC,GRAY,p1149
v2677,02 - Automobile,2002,MITS,GALANT,GOLD,p1151
v2678,02 - Automobile,1996,MAZDA,626,TAN,p1153
v2679,02 - Automobile,2013,HONDA,CIVIC,GRAY,p1158
v2680,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1160
v2681,02 - Automobile,2008,MERZ,C350,BLACK,p1186
v2682,02 - Automobile,1996,MAZDA,626,TAN,p1187
v2683,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1192
v2684,02 - Automobile,1996,MAZDA,626,TAN,p1199
v2685,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1200
v2686,02 - Automobile,1996,MAZDA,626,TAN,p1205
v2687,28 - Other,2002,CHEVY,EXPRESS,WHITE,p1207
v2688,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1209
v2689,02 - Automobile,1996,MAZDA,626,TAN,p1210
v2690,28 - Other,2002,CHEVY,EXPRESS,WHITE,p1221
v2691,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1228
v2692,02 - Automobile,1998,HONDA,ACCORD,SILVER,p1241
v2693,02 - Automobile,1996,MAZDA,626,TAN,p1245
v2694,28 - Other,2002,CHEVY,EXPRESS,WHITE,p1248
v2695,02 - Automobile,2010,JEEP,TRUCK,BLACK,p1254
v2696,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1257
v2697,02 - Automobile,2001,HONDA,CIVIC,MAROON,p1258
v2698,28 - Other,2002,CHEVY,EXPRESS,WHITE,p1264
v2699,02 - Automobile,2008,MERCEDES,ML350,WHITE,p1267
v2700,02 - Automobile,2010,JEEP,TRUCK,BLACK,p1273
v2701,02 - Automobile,2010,FORD,VAN,"BLUE, DARK",p1278
v2702,02 - Automobile,2001,MITS,SPYDER,BLACK,p1285
v2703,02 - Automobile,1992,OLDSMOBILE,4S,WHITE,p1288
v2704,02 - Automobile,2012,HONDA,TK,GRAY,p1290
v2705,02 - Automobile,2006,HONDA,ACCORD,GRAY,p1293
v2706,02 - Automobile,2001,MITS,SPYDER,BLACK,p1297
v2707,02 - Automobile,1992,OLDSMOBILE,4S,WHITE,p1303
v2708,02 - Automobile,2001,TOYOTA,COROLLA,BLUE,p1313
v2709,02 - Automobile,2010,MAZD,4S,BLACK,p1334
v2710,02 - Automobile,1997,BMW,CONVERTIBLE,"BLUE, DARK",p1337
v2711,28 - Other,2000,JEEP,TK,BROWN,p1361
v2712,02 - Automobile,1997,TOYT,DX,GRAY,p1368
v2713,02 - Automobile,2004,LINC,TK,BLACK,p1372
v2714,28 - Other,2000,JEEP,TK,BROWN,p1373
v2715,02 - Automobile,1997,TOYT,DX,GRAY,p1374
v2716,02 - Automobile,2005,CHRY,300,SILVER,p1383
v2717,02 - Automobile,1992,HONDA,CIVIC,WHITE,p1386
v2718,02 - Automobile,2001,HONDA,ACCORD,TAN,p1414
v2719,02 - Automobile,2005,CHRY,300,SILVER,p1418
v2720,02 - Automobile,2000,TOYT,2S,GREEN,p1420
v2721,02 - Automobile,2005,CHRY,300,SILVER,p1433
v2722,02 - Automobile,2005,CHRY,300,SILVER,p1438
v2723,02 - Automobile,2004,MITSUBISHI,GALANT,SILVER,p1441
v2724,02 - Automobile,1996,MAZDA,626,TAN,p1455
v2725,02 - Automobile,2005,FORD,MUSTANG,GREEN,p1460
v2726,02 - Automobile,1999,HONDA,ACCORD,RED,p1470
v2727,02 - Automobile,2005,FORD,MUSTANG,GREEN,p1477
v2728,29 - Unknown,,NONE,NONE,N/A,p1479
v2729,02 - Automobile,2007,FORD,MUSTANG,BLUE,p1501
v2730,02 - Automobile,2004,TOYOTA,4S,RED,p1507
v2731,02 - Automobile,2000,JEEP,TK,BLACK,p1508
v2732,28 - Other,2007,FORD,CROWN VICTORIA,"BLUE, LIGHT",p1517
v2733,02 - Automobile,2001,HOND,4S,SILVER,p1529
v2734,02 - Automobile,2002,TOYOTA,COROLLA,BEIGE,p1549
v2735,28 - Other,2007,FORD,CROWN VICTORIA,"BLUE, LIGHT",p1552
v2736,02 - Automobile,2004,FORD,F150,"BLUE, DARK",p1554
v2737,02 - Automobile,1996,HONDA,CIVIC,"GREEN, DK",p1595
v2738,28 - Other,2007,FORD,CROWN VICTORIA,"BLUE, LIGHT",p1613
v2739,02 - Automobile,2004,FORD,TAURUS,RED,p1614
v2740,02 - Automobile,2001,TOYT,4H,WHITE,p1615
v2741,02 - Automobile,2014,FORD,MUSTANG,BLACK,p1619
v2742,02 - Automobile,1990,NISS,240SX,WHITE,p1620
v2743,02 - Automobile,2014,FORD,MUSTANG,BLACK,p1626
v2744,02 - Automobile,1990,NISS,240SX,WHITE,p1643
v2745,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1654
v2746,02 - Automobile,1990,NISS,240SX,WHITE,p1660
v2747,02 - Automobile,2006,HONDA,ACCORD,GRAY,p1668
v2748,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1680
v2749,02 - Automobile,1990,NISS,240SX,WHITE,p1687
v2750,02 - Automobile,2003,MITTSUBISHI,ECLIPSE,BLACK,p1696
v2751,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1705
v2752,02 - Automobile,1990,NISS,240SX,WHITE,p1716
v2753,02 - Automobile,1999,TOYOTA,COROLLA,TAN,p1717
v2754,02 - Automobile,2015,NISSAN,ALTIMA,RED,p1719
v2755,02 - Automobile,2003,MITTSUBISHI,ECLIPSE,BLACK,p1720
v2756,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1735
v2757,02 - Automobile,1999,TOYOTA,COROLLA,TAN,p1742
v2758,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1751
v2759,01 - Motorcycle,2001,CHRV,TOWN & COUNTRY,GREEN,p1757
v2760,02 - Automobile,1999,TOYOTA,COROLLA,TAN,p1760
v2761,02 - Automobile,2002,ACURA,4S,SILVER,p1762
v2762,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1764
v2763,02 - Automobile,2003,FORD,FUSION,GRAY,p1771
v2764,02 - Automobile,1999,FORD,EXPLORER,WHITE,p1778
v2765,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1782
v2766,06 - Heavy Duty Truck,2012,HINO,TRUCK,WHITE,p1789
v2767,02 - Automobile,2003,FORD,FUSION,GRAY,p1794
v2768,03 - Station Wagon,2005,DODGE,MAGNUM,GRAY,p1797
v2769,02 - Automobile,2002,HOND,4S,GOLD,p1801
v2770,02 - Automobile,1999,FORD,EXPLORER,WHITE,p1804
v2771,02 - Automobile,2001,NISSIAN,MAXIMA,SILVER,p1806
v2772,05 - Light Duty Truck,2001,FORD,WINDSTAR,WHITE,p1811
v2773,02 - Automobile,2003,FORD,FUSION,GRAY,p1814
v2774,03 - Station Wagon,2005,DODGE,MAGNUM,GRAY,p1836
v2775,02 - Automobile,2002,SUBARU,4S,GRAY,p1838
v2776,02 - Automobile,1999,FORD,EXPLORER,WHITE,p1844
v2777,02 - Automobile,2003,FORD,FUSION,GRAY,p1845
v2778,03 - Station Wagon,2005,DODGE,MAGNUM,GRAY,p1867
v2779,02 - Automobile,1999,FORD,EXPLORER,WHITE,p1920
v2780,02 - Automobile,2003,FORD,FUSION,GRAY,p1923
v2781,02 - Automobile,1994,CHEVROLET,CAVALIER,MAROON,p1925
v2782,02 - Automobile,1993,FORD,EXPLORER,BLUE,p1927
v2783,02 - Automobile,2006,ACUR,TK,WHITE,p1947
v2784,02 - Automobile,2000,TOYOTA,RAV4,WHITE,p1952
v2785,02 - Automobile,2003,FORD,FUSION,GRAY,p1964
v2786,02 - Automobile,2001,FORD,TK,BLACK,p1975
v2787,02 - Automobile,2006,ACUR,TK,WHITE,p1979
v2788,02 - Automobile,2003,FORD,FUSION,GRAY,p1985
v2789,02 - Automobile,2001,HONDA,CIVIC,TAN,p1987
v2790,02 - Automobile,2006,ACUR,TK,WHITE,p1993
v2791,02 - Automobile,2003,VOLKS,PASSAT,GRAY,p1996
v2792,02 - Automobile,2000,FORD,WINDSTAR,SILVER,p1997
v2793,02 - Automobile,2001,HONDA,CIVIC,TAN,p2007
v2794,02 - Automobile,2006,CHEVROLET,EQUINOX,TAN,p2008
v2795,02 - Automobile,2006,ACUR,TK,WHITE,p2012
v2796,02 - Automobile,2002,GMC,YUKON,BLACK,p2013
v2797,02 - Automobile,2001,HONDA,CIVIC,TAN,p2017
v2798,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2024
v2799,02 - Automobile,2009,HONDA,ACCORD,SILVER,p2026
v2800,02 - Automobile,2008,HONDA,ACCORD,GRAY,p2029
v2801,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2036
v2802,02 - Automobile,2009,HONDA,ACCORD,SILVER,p2054
v2803,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2068
v2804,02 - Automobile,2009,HONDA,ACCORD,SILVER,p2072
v2805,05 - Light Duty Truck,2004,FORD,5150,WHITE,p2073
v2806,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2076
v2807,02 - Automobile,2003,TOYOTA,MATRIX,SILVER,p2077
v2808,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2080
v2809,02 - Automobile,2011,TOYOTA,TUNDRA,GRAY,p2098
v2810,02 - Automobile,2006,TOYOTA,COROLLA,RED,p2110
v2811,02 - Automobile,2003,TOYOTA,MATRIX,SILVER,p2114
v2812,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2117
v2813,02 - Automobile,2011,TOYOTA,TUNDRA,GRAY,p2128
v2814,02 - Automobile,2006,TOYOTA,COROLLA,RED,p2130
v2815,02 - Automobile,1997,HONDA,CIVIC,SILVER,p2136
v2816,02 - Automobile,2003,TOYOTA,MATRIX,SILVER,p2150
v2817,02 - Automobile,2003,VOLKSWAGEN,PASSAT,GREEN,p2151
v2818,02 - Automobile,1995,LINCOLN,NAVIGATOR,SILVER,p2154
v2819,02 - Automobile,2011,TOYOTA,TUNDRA,GRAY,p2156
v2820,02 - Automobile,2007,NISSAN,ALTIMA,GRAY,p2161
v2821,02 - Automobile,2005,TOYT,4RUNNER,BLACK,p2166
v2822,02 - Automobile,2003,TOYOTA,MATRIX,SILVER,p2168
v2823,02 - Automobile,2003,VOLKSWAGEN,PASSAT,GREEN,p2169
v2824,02 - Automobile,2001,HOND,2H,BLACK,p2177
v2825,02 - Automobile,2011,TOYOTA,TUNDRA,GRAY,p2189
v2826,02 - Automobile,2007,NISSAN,ALTIMA,GRAY,p2194
v2827,02 - Automobile,2005,TOYT,4RUNNER,BLACK,p2196
v2828,02 - Automobile,2007,FORD,MUSTANG,GREEN,p2199
v2829,02 - Automobile,2003,VOLKSWAGEN,PASSAT,GREEN,p2215
v2830,02 - Automobile,2007,NISSAN,ALTIMA,GRAY,p2226
