personid,dateofstop,timeofstop,agency,subagency,descrption,location,latitude,longitude,contributedaccident,belts,personalinjury,propertydamge,fatal,commerciallicense,hazmat,commericalvehicels,alcohol,workzone,accident
p1396,6/18/2013,9:47:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,CLOPPER/118,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
p1401,6/13/2014,15:26:00,MCP,"5th district, Germantown",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,118/CRYSTAL ROCK,39.18080167,-77.26338333,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No
p1404,9/5/2014,1:08:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RIDGE RD @ OBSERVATION DR,39.204965,-77.24577833,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
p1422,1/30/2017,12:19:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,FREDERICK RD/WHEATFIELD DR,39.16757833,-77.22971167,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
p1427,5/22/2015,16:26:00,MCP,"5th district, Germantown",PERMITTING VEH. TO BE DRIVEN ON HWY. W/O CURRENT REGISTRATION & VALIDATION TABS ISSUED BY ADM.,DICKERSON RD AND MT EPHRIAM RD,39.22037167,-77.42385167,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
p1432,2/18/2015,15:52:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MIDDLEBROOK RD AND GREAT SENECA HWY,39.17469,-77.25908,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
p1464,10/2/2014,3:01:00,MCP,"5th district, Germantown",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,RIDGE RD @ OBSERVATION DR,39.20566,-77.244515,No,No,No,No,No,Yes,No,No,Yes,No,No
p1469,5/21/2014,21:49:00,MCP,"5th district, Germantown","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",GERMANTOWN RD @ CRYSTAL ROCK DR,39.18051833,-77.263505,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
p1483,7/13/2014,1:27:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,GUNNERS BRANCH RD / FREDERICK RD,39.180405,-77.23811,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
p1486,4/8/2015,1:55:00,MCP,"5th district, Germantown","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",RIDGE RD @ OBSERVATION DR,39.19733833,-77.26546667,Yes,No,Yes,No,No,Yes,No,No,No,No,No
p1498,7/6/2013,23:06:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CHROME MINE ROAD @ DAMASCUS ROAD,39.25996348,-77.15229292,No,No,Yes,Yes,No,No,No,No,No,No,No
p1499,7/6/2013,23:06:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CHROME MINE ROAD @ DAMASCUS ROAD,39.25996348,-77.15229292,No,Yes,No,No,No,No,No,Yes,No,No,No
p1500,12/15/2012,2:07:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,RIDGE ROAD @ OBSERVATION DRIVE,39.20479405,-77.24455218,No,No,Yes,No,No,No,No,Yes,No,Yes,No
p1512,2/18/2015,15:52:00,MCP,"5th district, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 26-204,MIDDLEBROOK RD AND GREAT SENECA HWY,39.17469,-77.25908,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
p1521,4/19/2015,18:54:00,MCP,"5th district, Germantown",DRIVER CHANGING LANES WHEN UNSAFE,I270 @ MIDDLEBROOK,39.23841167,-77.29238833,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
p1524,3/10/2015,17:38:00,MCP,"5th district, Germantown",DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPS OR FOG LIGHTS WHILE OPERATING WINDSHIELD WIPERS,RIDGE RD & BETHESDA CHURCH,39.28582167,-77.20935167,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
p1535,8/29/2014,8:08:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,MOUTH OF MONACY /  NICHOLSON FARM LN,39.22345667,-77.42035667,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
p1539,7/25/2012,17:16:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE,9300 BLK DAMASCUS RD,39.28369358,-77.19208105,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
p1543,11/15/2016,23:27:00,MCP,"5th district, Germantown",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,MIDDLEBROOK RD @ I-270,39.17793833,-77.24239333,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
p1555,9/16/2015,16:26:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MIDDLEBROOK @ AMARANTH,39.17501,-77.25248,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
p1560,1/16/2015,14:03:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,118 AT DAWSON FARM,39.16328667,-77.28302667,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
p1563,12/24/2014,22:08:00,MCP,"5th district, Germantown",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,PLUMMER DR @ STALEYBRIDGE RD,,,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No
p1580,11/16/2014,1:48:00,MCP,"5th district, Germantown",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,GERMANTOWN RD / CRYSTAL ROCK DR,39.18207667,-77.26288167,No,No,No,No,No,No,Yes,No,No,No,Yes
p1584,7/5/2013,10:27:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,GERMANTOWN RD @ CROWNSGATE WAY,39.15586977,-77.28615827,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
p1590,2/26/2015,14:39:00,MCP,"5th district, Germantown",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,AIRCRAFT DRIVE / GERMANTOWN ROAD,39.18245333,-77.26018833,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
p1593,4/26/2014,0:29:00,MCP,"5th district, Germantown",DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD.,24000 BLOCK OF RIDGE RD,39.255665,-77.22673333,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
p1621,10/30/2014,22:19:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,108 @ MAIN ST,39.28430167,-77.19242,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes
p1629,6/30/2015,17:09:00,MCP,"5th district, Germantown",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,N/B 270 @ EXIT 10,39.132205,-77.207235,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
p1634,7/17/2014,9:07:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,RT355@ CROGHAN LN,39.27786167,-77.31453167,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
p1635,6/26/2014,9:42:00,MCP,"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SHADY GROVE AT RESEARCH BLVD,39.10481,-77.19041,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
p1638,11/4/2015,8:09:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",WEGMANS WAY @ OBSERVATION ROAD,39.19995,-77.25455167,No,No,Yes,No,No,No,No,No,No,Yes,Yes
p1656,9/25/2012,10:31:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,MIDDLEBROOK RD AT LOCBURY DR,39.18138502,-77.27051882,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
p1658,7/6/2013,23:06:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,CHROME MINE ROAD @ DAMASCUS ROAD,39.25996348,-77.15229292,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No
p1669,5/22/2015,16:26:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,DICKERSON RD AND MT EPHRIAM RD,39.22037167,-77.42385167,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes
p1673,1/13/2015,3:27:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,IL495 AT CONNECTICUT AVE,39.00591167,-77.07275167,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
p1683,9/7/2013,3:30:00,MCP,"5th district, Germantown",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,BRINK RD @ RIDGE RD,39.18466167,-77.26263167,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
p1684,6/2/2014,22:54:00,MCP,"5th district, Germantown",Headlights (*),19300 GERMANTOWN ROAD,39.168665,-77.27970167,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
p1685,6/18/2014,0:56:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,N/B GERMANTOWN RD @ CLOPPER RD,39.17264167,-77.27563167,Yes,No,No,No,No,No,No,No,No,Yes,No
p1688,9/8/2014,9:10:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,109 SELLMAN,39.20970667,-77.381835,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes
p1691,5/24/2014,1:19:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,UNIVERSITY BLVD @ PINEY BRANCH RD,38.998075,-76.99433167,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
p1699,3/9/2015,7:42:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,CLOPPER RD @ FESTIVAL WAY,39.17248667,-77.29850667,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
p1713,11/21/2015,4:31:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,RIDGE ROAD @ OBSERVATION DRIVE,39.20458167,-77.245285,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
p1718,11/21/2016,15:52:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,RT 270 SB AT MIDDLEBROOK,39.16882667,-77.24309833,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No
p1734,9/14/2012,8:04:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,MOUTH OF MONOCACY ROAD & NICHOLSON FARM,,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
p1743,7/20/2015,16:35:00,MCP,"5th district, Germantown",STOP LIGHTS (*),BARNESVILLE RD @ MT EPHRAM,39.22979667,-77.41411333,No,Yes,No,No,No,No,No,No,No,No,Yes
p1752,2/19/2016,14:17:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,WOODFIELD RD NORTH OF MAIN ST,39.2939,-77.19944833,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
p1763,12/8/2015,21:11:00,MCP,"5th district, Germantown","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",23701 N. FREDERICK ROAD,39.24639333,-77.29027167,Yes,No,No,No,No,No,No,No,No,Yes,Yes
p1768,11/9/2012,23:41:00,MCP,"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,BUREAU DR @ FIRSTFIELD RD,39.14970773,-77.2337121,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
p1808,11/14/2013,10:07:00,MCP,"5th district, Germantown",Stop Lights (*),CLOPPER ROAD/LIBERTY MILL,39.160705,-77.27901167,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
p1810,6/20/2014,7:34:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,MOUTH OF MONOCACY RD @ NICHOLSON FARM RD,39.223455,-77.42039833,No,No,No,No,No,Yes,No,No,Yes,Yes,No
p1815,11/9/2012,23:41:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BUREAU DR @ FIRSTFIELD RD,39.14970773,-77.2337121,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes
p1821,10/30/2013,14:05:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,10900 BLOCK BETHESDA CHURCH ROAD,39.29669,-77.22644,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No
p1824,1/16/2015,10:37:00,MCP,"5th district, Germantown",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,118 AT DAWSON FARM,39.16372333,-77.28291,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes
p1826,9/9/2016,0:41:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,RIDGE RD / BELLISON RD,39.31768667,-77.19808333,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
p1854,9/23/2015,23:10:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GREAT SENECA HGWY @ GROTTO LANE,39.168175,-77.267715,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
p1857,10/17/2016,13:23:00,MCP,"5th district, Germantown",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE,FATHER HURLEY  AVE & OBSERVATION DR,39.25939167,-77.18320667,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
p1861,7/17/2015,7:17:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,MOUTH OF MONACY / NICHOLSON FARM LANE,39.22345167,-77.420405,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
p1869,9/7/2013,3:30:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BRINK RD @ RIDGE RD,39.18466167,-77.26263167,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
p1877,10/23/2012,18:05:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,BETHESDA CHURCH RD 10900 BLK W/B,39.16906257,-77.2951801,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
p1886,12/27/2012,19:25:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,FATHER HURLEY BV AT RT 270,39.20083457,-77.25573498,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No
p1888,4/26/2014,0:29:00,MCP,"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,24000 BLOCK OF RIDGE RD,39.255665,-77.22673333,Yes,No,No,No,No,Yes,No,Yes,No,No,No
p1904,6/10/2014,17:53:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 56 MPH IN A POSTED 40 MPH ZONE,MIDDLEBROOK ROAD @ OBSERVATION DRIVE,39.178005,-77.24278,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
p1924,11/19/2015,7:41:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,RT. 117 @ FOUNTAIN CLUB DR,39.16250333,-77.28219167,No,Yes,No,No,No,No,Yes,No,No,No,Yes
p1929,11/4/2015,8:09:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WEGMANS WAY @ OBSERVATION ROAD,39.19995,-77.25455167,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No
p1933,8/28/2015,8:24:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MOUTH OF MONACY / NICHOLSON FARM LANE,39.22344,-77.42036833,No,Yes,No,Yes,No,No,No,No,No,No,No
p1954,12/22/2015,12:32:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,MONTROSE RD AT MONTROSE PKWY,39.05383667,-77.13749667,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
p1977,9/16/2015,16:26:00,MCP,"5th district, Germantown",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MIDDLEBROOK @ AMARANTH,39.17501,-77.25248,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No
p2021,10/18/2013,17:09:00,MCP,"5th district, Germantown",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,N/B IS 270  PRIOR TO MIDDLEBROOK RD,39.15812167,-77.22785833,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
p2025,2/27/2015,3:47:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,118@CRYSTAL ROCK DR,39.18013833,-77.26434167,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
p2033,8/20/2013,23:20:00,MCP,"5th district, Germantown","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",REDLAND BLVD / 355 NB,39.11516,-77.16680167,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No
p2041,9/24/2014,19:35:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RT 118 & WIESTERA DR,39.17774667,-77.26807167,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No
p2049,6/25/2013,16:35:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",RT. 118 @ CRYSTAL ROCK DRIVE,39.18137833,-77.26238667,No,Yes,No,No,No,No,No,Yes,Yes,No,No
p2059,4/23/2013,18:04:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GREAT SENECA HWY@CLOPPERS MILL RD,39.14870513,-77.27633563,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
p2062,3/8/2012,23:47:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE,RIDGE ROAD AND BELLISON RD,39.30716098,-77.19811408,No,No,No,No,No,Yes,Yes,No,No,No,Yes
p2093,4/8/2015,1:55:00,MCP,"5th district, Germantown","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",RIDGE RD @ OBSERVATION DR,39.19733833,-77.26546667,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
p2131,3/8/2013,10:41:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FATHER HURLEY BLVD/ BEACONFIELD WAY,39.1902899,-77.27281528,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes
p2132,11/14/2013,10:07:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,CLOPPER ROAD/LIBERTY MILL,39.160705,-77.27901167,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
p2142,4/3/2016,1:53:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,FATHER HURLEY BLVD @ OBSERVATION DRIVE,39.19747833,-77.26407333,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
p2149,9/16/2015,16:26:00,MCP,"5th district, Germantown",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,MIDDLEBROOK @ AMARANTH,39.17501,-77.25248,No,Yes,No,No,No,No,Yes,No,No,No,Yes
p2155,4/14/2016,17:58:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,HAWKINS CREAMERY RD & HAWKINS CREAMERY C,39.25362333,-77.16921833,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
p2157,3/23/2015,6:55:00,MCP,"5th district, Germantown","DRIVER FAILING TO STOP AT RED SIGNAL BEFORE LEFT TURN, MAKING IMPROPER LEFT TURN AT RED SIGNAL",RT. 118 @ RT. 117,39.16589,-77.281195,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
p2167,5/17/2014,22:42:00,MCP,"5th district, Germantown",OPER. M/V WITH OPERATOR NOT RESTRAINED BY SEATBELT,HENDERSON CORNER AT SENECA CROSSING,,,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No
p2178,2/25/2015,12:25:00,MCP,"5th district, Germantown",WINDOW TINT,GERMANTOWN ROAD / CRYSTAL ROCK,39.18090167,-77.262855,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
p2184,1/28/2016,18:27:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,CRYSTAL ROCK DR @ CRYSTAL ROCK COURT,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
p2186,9/24/2014,19:35:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,RT 118 & WIESTERA DR,39.17774667,-77.26807167,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No
p2188,3/23/2015,6:55:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RT. 118 @ RT. 117,39.16589,-77.281195,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No
p2191,4/15/2016,7:54:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,MOUTH OF MONACY / NICHOLSON FARM LANE,39.22337667,-77.42044833,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
p2201,7/5/2012,1:06:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,FATHER HURLEY@OBSERVATION,39.20912433,-77.27518362,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes
p2206,1/12/2017,8:31:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,MOUTH OF MONACY / NICHOLSON FARM,39.22342833,-77.42030833,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No
p2207,9/12/2012,13:14:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RT. 118  @  GERMANTOWN EMG CTR,39.18001567,-77.26495913,No,Yes,No,No,No,No,No,No,Yes,No,Yes
p2224,3/8/2013,10:41:00,MCP,"5th district, Germantown",DRIVING UNINSURED VEHICLE,FATHER HURLEY BLVD/ BEACONFIELD WAY,39.1902899,-77.27281528,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes
p2241,4/26/2014,0:29:00,MCP,"5th district, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,24000 BLOCK OF RIDGE RD,39.255665,-77.22673333,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
p2244,5/14/2013,7:42:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,6000 BLK DAMASCUS RD,39.24663972,-77.11982063,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
p2263,4/26/2014,0:29:00,MCP,"5th district, Germantown",Glass (*),24000 BLOCK OF RIDGE RD,39.255665,-77.22673333,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
p2267,9/3/2014,15:46:00,MCP,"5th district, Germantown","DRIVER WRITING,SENDING,READING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",RIDGE RD & HENDERSON CORNOR,39.20694333,-77.24152,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
p2291,11/1/2014,4:19:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB 270 / MIDDLEBROOK RD.,39.15800833,-77.227635,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
p2307,1/26/2016,15:54:00,MCP,"5th district, Germantown",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,S/B FREDERICK ROAD @ SHAKESPEARE ROAD,39.191615,-77.24249167,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes
p2308,6/6/2016,17:15:00,MCP,"5th district, Germantown",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,FREDERICK RD AT MIDDLEBROOK RD,39.17628,-77.24571667,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
p2323,5/22/2015,16:18:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,DICKERSON RD AND MT EPHRIAM RD,39.22037167,-77.42385167,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
p2324,2/10/2016,2:20:00,MCP,"5th district, Germantown",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GERMANTOWN RD @ AIRCRAFT DR,,,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
